page_id,type,slug,target_keyword,volume,kd,cluster,meta_title,word_count_target,internal_links_to,phase,status,notes
P080,tax-answer,/tax-answers/what-is-a-tax-abatement/,what is a tax abatement,1400,3,income-concepts,"What Is a Tax Abatement? Definition + IRS First-Time Abatement Rules",550,"/tax-answers/tax-abatement-meaning/|/tax-answers/irs-form-843/|/tax-answers/tax-compliance/",2,build,Bidirectional with P050. Cover IRS FTA (First Time Abatement) specifically.
P081,tax-answer,/tax-answers/can-you-file-married-filing-separately/,can you file married filing separately,1200,15,filing-status,"Can You File Married Filing Separately? When It Helps and When It Hurts",600,"/tax-answers/when-to-file-married-filing-separately/|/tax-answers/can-you-file-head-of-household-if-married/|/tax-answers/",3,build,KD 15 — higher but worth it at 1200 vol. Pair with P082.
P082,tax-answer,/tax-answers/when-to-file-married-filing-separately/,when to file married filing separately,1100,14,filing-status,"When to File Married Filing Separately: The 5 Situations Where It Makes Sense",550,"/tax-answers/can-you-file-married-filing-separately/|/tax-answers/can-you-file-head-of-household-if-married/|/tax-answers/",3,build,Companion to P081 — bidirectional link.
P083,tax-answer,/tax-answers/qip/,qip,1200,1,business-self-employed,"QIP (Qualified Improvement Property): Definition and Tax Treatment",550,"/tax-answers/macrs-depreciation/|/tax-answers/are-closing-costs-tax-deductible/|/tax-answers/",3,build,KD 1 at 1200 vol. QIP = commercial property improvements. 15-year MACRS. Strong IRS entity.
P084,tax-answer,/tax-answers/mud-tax/,mud tax,1100,9,specialty-tax,"MUD Tax: What It Is and Why It's on Your Texas Property Tax Bill",500,"/tax-answers/tax-abatement-meaning/|/tax-answers/is-homeowners-insurance-tax-deductible/|/tax-answers/",3,build,Municipal Utility District tax. Texas-specific. Niche but KD 9 and TaxGPT ranks #3 with 3 traffic — beatable.
P085,tax-answer,/tax-answers/tax-strategist/,tax strategist,1100,0,business-self-employed,"What Is a Tax Strategist? How They Differ From CPAs and Tax Preparers",500,"/tax-answers/cpa-questions/|/tax-answers/how-much-do-cpas-make/|/tax-answers/",3,build,KD 0 — easy win. Define the role clearly. Good for AI tool positioning.
P086,tax-answer,/tax-answers/portfolio-income/,portfolio income,1100,11,income-concepts,"Portfolio Income: What It Is and How It's Taxed (2025)",550,"/tax-answers/taxable-interest/|/tax-answers/are-401k-contributions-tax-deductible/|/tax-answers/do-you-report-roth-ira-on-taxes/",3,build,KD 11 — portfolio income (dividends, interest, capital gains). EAV structure.
P087,tax-answer,/tax-answers/cash-in-lieu/,cash in lieu,1100,0,income-concepts,"Cash in Lieu: What It Means on Your Tax Return and 1099",500,"/tax-answers/taxable-interest/|/tax-answers/1099c-form/|/tax-answers/",3,build,KD 0 — easy win. Cash in lieu of fractional shares. Include Form 1099-B reference.
P088,tax-answer,/tax-answers/alabama-business-privilege-tax/,alabama business privilege tax,1100,2,state-tax,"Alabama Business Privilege Tax: Rates, Filing, and Who Owes It",550,"/tax-answers/tax-compliance/|/tax-answers/business-activity-code-lookup/|/tax-answers/",3,build,State-specific. KD 2 easy win. Expands state cluster to Alabama.
P089,tax-answer,/tax-answers/how-to-avoid-pennsylvania-inheritance-tax/,how to avoid pennsylvania inheritance tax,1000,2,state-tax,"How to Avoid Pennsylvania Inheritance Tax: Legal Strategies",600,"/tax-answers/inheritance-tax-california/|/tax-answers/inheritance-tax-florida/|/tax-answers/california-inheritance-tax/",3,build,KD 2 at 1000 vol. PA has a real inheritance tax (unlike CA/FL). Numbered strategies format.
P090,tax-answer,/tax-answers/augusta-tax-rule/,augusta tax rule,1000,4,specialty-tax,"The Augusta Tax Rule: Rent Your Home Tax-Free for 14 Days",550,"/tax-answers/is-homeowners-insurance-tax-deductible/|/tax-answers/are-closing-costs-tax-deductible/|/tax-answers/",3,build,KD 4 — the 14-day home rental rule. High user interest. Unique content angle vs TaxGPT.
P091,tax-answer,/tax-answers/1099-patr/,1099-patr,1000,0,irs-forms,"Form 1099-PATR: Taxable Distributions from Cooperatives",500,"/tax-answers/1099c-form/|/tax-answers/do-llc-get-1099/|/tax-answers/backup-withholding/",3,build,KD 0 — niche but no competition. Cooperative patronage dividends.
P092,tax-answer,/tax-answers/are-reinvested-dividends-taxable/,are reinvested dividends taxable,1000,6,income-concepts,"Are Reinvested Dividends Taxable? (Yes — Here's Why)",500,"/tax-answers/taxable-interest/|/tax-answers/portfolio-income/|/tax-answers/do-you-report-roth-ira-on-taxes/",3,build,KD 6 — common misconception. Answer: yes, taxable in year received even if reinvested.
P093,tax-answer,/tax-answers/can-i-claim-my-boyfriend-as-a-dependent/,can i claim my boyfriend as a dependent,1000,4,child-family,"Can I Claim My Boyfriend as a Dependent on My Taxes?",550,"/tax-answers/can-my-boyfriend-claim-me-as-a-dependent/|/tax-answers/can-i-claim-my-fiance-as-a-dependent/|/tax-answers/if-i-pay-child-support-can-i-claim-my-child-on-taxes/",3,build,KD 4. Qualifying relative rules. Forms 1040 Schedule A / dependent rules.
P094,tax-answer,/tax-answers/does-florida-tax-social-security-benefits/,does florida tax social security,900,7,state-tax,"Does Florida Tax Social Security Benefits? (2025)",450,"/tax-answers/capital-gains-tax-florida/|/tax-answers/inheritance-tax-florida/|/tax-answers/does-california-tax-social-security/",2,build,We have blog post on this. Create proper /tax-answers/ version. Link from blog post to this.
P095,tax-answer,/tax-answers/tax-exempt-interest/,tax exempt interest,900,3,income-concepts,"Tax-Exempt Interest: What Qualifies and Where It Goes on Your Return",450,"/tax-answers/tax-exempt-interest-income/|/tax-answers/what-is-tax-exempt-interest-income/|/tax-answers/taxable-interest/",3,build,Third variation of tax-exempt interest cluster. Each targets slightly different phrasing.
P096,tax-answer,/tax-answers/is-long-term-disability-taxable/,is long term disability taxable,900,2,income-concepts,"Is Long-Term Disability Taxable? (It Depends on Who Paid the Premium)",550,"/tax-answers/are-disability-benefits-taxable/|/tax-answers/is-severance-pay-taxable/|/tax-answers/",3,build,KD 2 at 900 vol. Key rule: employer-paid = taxable. Employee-paid = not taxable.
P097,tax-answer,/tax-answers/pre-tax-vs-post-tax/,pre tax vs post tax,900,5,income-concepts,"Pre-Tax vs Post-Tax: The Difference and Which Benefits to Choose",600,"/tax-answers/is-health-insurance-pre-tax/|/tax-answers/are-401k-contributions-tax-deductible/|/tax-answers/",3,build,KD 5. High practical value. Covers 401k, HSA, FSA, health insurance.
P098,tax-answer,/tax-answers/is-health-insurance-pre-tax/,is health insurance pre tax,900,4,income-concepts,"Is Health Insurance Pre-Tax? How Employer Plans Work",500,"/tax-answers/pre-tax-vs-post-tax/|/tax-answers/are-medicare-premiums-tax-deductible/|/tax-answers/",3,build,Companion to P097. Bidirectional link.
P099,tax-answer,/tax-answers/what-is-ny-pfl/,what is ny pfl,900,2,state-tax,"What Is NY PFL Tax? New York Paid Family Leave Explained",550,"/tax-answers/ny-pfl-taxes/|/tax-answers/sdi-tax/|/tax-answers/what-is-sdi-tax/",3,build,KD 2. NY PFL = 0.373% of wages (2025). Connects SDI cluster to NY context.
P100,tax-answer,/tax-answers/ny-pfl-taxes/,ny pfl taxes,700,7,state-tax,"NY PFL Taxes: How New York Paid Family Leave Is Taxed",500,"/tax-answers/what-is-ny-pfl/|/tax-answers/sdi-tax/|/tax-answers/california-sdi-tax/",3,build,Companion to P099. State-specific income tax cluster expansion.
P101,tax-answer,/tax-answers/sdi-tax-meaning/,sdi tax meaning,900,0,income-concepts,"SDI Tax Meaning: What State Disability Insurance Is on Your Paycheck",450,"/tax-answers/sdi-tax/|/tax-answers/what-is-sdi-tax/|/tax-answers/california-sdi-tax/",3,build,KD 0 — easy win. Third SDI page completing the cluster.
P102,tax-answer,/tax-answers/are-mortgage-insurance-premiums-deductible/,are mortgage insurance premiums deductible,900,9,insurance-deductions,"Are Mortgage Insurance Premiums Deductible in 2025?",500,"/tax-answers/is-mortgage-insurance-tax-deductible/|/tax-answers/is-homeowners-insurance-tax-deductible/|/tax-answers/are-closing-costs-tax-deductible/",3,build,Companion to P039. Different phrasing — bidirectional link.
P103,tax-answer,/tax-answers/sales-tax-in-louisiana/,sales tax in louisiana,900,10,state-tax,"Sales Tax in Louisiana 2025: State + Parish Rates Explained",500,"/tax-answers/tennessee-sales-tax/|/tax-answers/alabama-business-privilege-tax/|/tax-answers/",3,build,State tax cluster expansion. Include parish-level rates.
P104,tax-answer,/tax-answers/inheritance-tax-florida/,inheritance tax florida,900,2,state-tax,"Inheritance Tax in Florida: There Isn't One — Here's What Applies Instead",450,"/tax-answers/capital-gains-tax-florida/|/tax-answers/does-florida-tax-social-security-benefits/|/tax-answers/how-to-avoid-pennsylvania-inheritance-tax/",3,build,KD 2. FL has no inheritance OR estate tax. Easy win.
P105,tax-answer,/tax-answers/do-corporations-get-1099/,do corporations get 1099,900,3,irs-forms,"Do Corporations Get 1099s? (C-Corps, S-Corps, and LLC Rules)",550,"/tax-answers/do-llc-get-1099/|/tax-answers/does-an-s-corp-get-a-1099/|/tax-answers/does-an-llc-get-a-1099/",3,build,Connects corporation + LLC 1099 cluster.
P106,tax-answer,/tax-answers/is-preschool-tax-deductible/,is preschool tax deductible,800,3,deductions,"Is Preschool Tax Deductible? Child and Dependent Care Credit Rules",500,"/tax-answers/is-private-school-tuition-tax-deductible/|/tax-answers/if-i-pay-child-support-can-i-claim-my-child-on-taxes/|/tax-answers/",3,build,KD 3. Child Care Credit (Form 2441) — different from tuition deduction.
P107,tax-answer,/tax-answers/which-is-better-pre-tax-or-after-tax-health-insurance/,which is better pre tax or after-tax health insurance,800,1,income-concepts,"Pre-Tax vs After-Tax Health Insurance: Which Is Better?",550,"/tax-answers/pre-tax-vs-post-tax/|/tax-answers/is-health-insurance-pre-tax/|/tax-answers/are-medicare-premiums-tax-deductible/",3,build,KD 1. High practical value. Side-by-side comparison with break-even calculation.
P108,tax-answer,/tax-answers/is-disability-insurance-tax-deductible/,is disability insurance tax deductible,800,4,insurance-deductions,"Is Disability Insurance Tax Deductible? (Personal vs. Business)",500,"/tax-answers/is-long-term-disability-taxable/|/tax-answers/are-disability-benefits-taxable/|/tax-answers/is-car-insurance-tax-deductible/",3,build,Expands insurance cluster into disability insurance.
P109,tax-answer,/tax-answers/can-my-boyfriend-claim-me-as-a-dependent/,can my boyfriend claim me as a dependent,800,3,child-family,"Can My Boyfriend Claim Me as a Dependent? (IRS Qualifying Relative Test)",500,"/tax-answers/can-i-claim-my-boyfriend-as-a-dependent/|/tax-answers/can-i-claim-my-fiance-as-a-dependent/|/tax-answers/qualifying-widower/",3,build,Reverse of P093. Bidirectional link. Unmarried partner dependent cluster.
P110,tax-answer,/tax-answers/state-tax-levy/,state tax levy,800,4,specialty-tax,"State Tax Levy: What It Is and How to Stop It",550,"/tax-answers/tax-compliance/|/tax-answers/irs-form-843/|/tax-answers/cp2000-response-letter/",3,build,KD 4. State tax enforcement action. Connects compliance cluster.
P111,tax-answer,/tax-answers/how-is-severance-pay-taxed/,how is severance pay taxed,800,2,deductions,"How Is Severance Pay Taxed? (Federal Rate + Withholding Rules)",500,"/tax-answers/is-severance-pay-taxable/|/tax-answers/are-disability-benefits-taxable/|/tax-answers/",3,build,Companion to P027. Different user phrasing — 'how' vs 'is it'. Bidirectional link.
P112,tax-answer,/tax-answers/does-an-s-corp-get-a-1099/,does an s corp get a 1099,800,0,irs-forms,"Does an S Corp Get a 1099? (The Rule and Its Exceptions)",450,"/tax-answers/do-corporations-get-1099/|/tax-answers/do-llc-get-1099/|/tax-answers/does-an-llc-get-a-1099/",3,build,KD 0. S-Corps generally don't get 1099s. Exception: legal/medical payments.
P113,tax-answer,/tax-answers/are-grants-taxable/,are grants taxable,800,7,income-concepts,"Are Grants Taxable? (Business Grants vs. Education Grants vs. SBIR)",550,"/tax-answers/are-scholarships-taxable-income/|/tax-answers/is-pell-grant-taxable/|/tax-answers/taxable-interest/",3,build,KD 7. Covers small business grants (taxable) vs education grants (may not be).
P114,tax-answer,/tax-answers/what-is-1099-g/,what is 1099-g,800,7,irs-forms,"What Is Form 1099-G? Unemployment and State Refund Reporting",500,"/tax-answers/1099c-form/|/tax-answers/do-llc-get-1099/|/tax-answers/backup-withholding/",3,build,KD 7 at 800 vol. 1099-G covers unemployment compensation and state tax refunds.
P115,tax-answer,/tax-answers/are-long-term-care-premiums-tax-deductible/,are long term care premiums tax deductible,800,2,insurance-deductions,"Are Long-Term Care Insurance Premiums Tax Deductible? (2025 Limits)",550,"/tax-answers/is-homeowners-insurance-tax-deductible/|/tax-answers/is-disability-insurance-tax-deductible/|/tax-answers/are-medicare-premiums-tax-deductible/",3,build,KD 2. Include 2025 age-based deduction limits.
P116,tax-answer,/tax-answers/florida-estate-tax/,florida estate tax,800,4,state-tax,"Florida Estate Tax: Does Florida Have One? (2025)",450,"/tax-answers/inheritance-tax-florida/|/tax-answers/capital-gains-tax-florida/|/tax-answers/how-to-avoid-pennsylvania-inheritance-tax/",3,build,KD 4. FL has no estate tax. Connects state tax cluster.
P117,tax-answer,/tax-answers/what-is-the-medicare-tax-rate/,what is the medicare tax rate,800,6,income-concepts,"What Is the Medicare Tax Rate in 2025? (1.45%, 2.9%, and 3.8%)",500,"/tax-answers/what-is-medicare-tax/|/tax-answers/are-medicare-premiums-tax-deductible/|/tax-answers/sdi-tax/",3,build,Companion to P005. Rate-focused vs concept-focused. Bidirectional.
P118,tax-answer,/tax-answers/apa-treas-310-misc-pay/,apa treas 310 misc pay,800,1,irs-refunds,"APA TREAS 310 MISC PAY: What This Bank Deposit Means",450,"/tax-answers/irs-treas-310-tax-ref/|/tax-answers/irs-treas-310/|/tax-answers/how-long-tax-refund-show-bank-account/",3,build,KD 1. APA = federal payment. Extends IRS codes cluster.
P119,tax-answer,/tax-answers/do-partnerships-get-1099/,do partnerships get 1099,700,0,irs-forms,"Do Partnerships Get 1099s? (General Partnerships vs. LLPs)",450,"/tax-answers/do-corporations-get-1099/|/tax-answers/do-llc-get-1099/|/tax-answers/does-an-s-corp-get-a-1099/",3,build,KD 0. Completes the entity-type 1099 cluster.
P120,tax-answer,/tax-answers/silencer-tax-stamp/,silencer tax stamp,700,2,specialty-tax,"Silencer Tax Stamp: Same as Suppressor Stamp — Here's the Process",400,"/tax-answers/suppressor-tax-stamp/|/tax-answers/tax-stamp-for-suppressor/|/tax-answers/how-to-get-a-suppressor-tax-stamp/",3,build,KD 2. 'Silencer' = different user term for suppressor. Short page — links to main suppressor pages.
P121,tax-answer,/tax-answers/does-an-llc-get-a-1099/,does an llc get a 1099,700,2,irs-forms,"Does an LLC Get a 1099? (Depends on Tax Classification)",450,"/tax-answers/do-llc-get-1099/|/tax-answers/do-corporations-get-1099/|/tax-answers/does-an-s-corp-get-a-1099/",3,build,Companion to P046. Different phrasing. Bidirectional.
P122,tax-answer,/tax-answers/cp2000-response-letter/,cp2000 response letter sample,700,2,specialty-tax,"CP2000 Response Letter: How to Write It and What to Include",600,"/tax-answers/tax-compliance/|/tax-answers/irs-form-843/|/tax-answers/state-tax-levy/",3,build,KD 2. CP2000 = IRS underreporter notice. Include template language.
P123,tax-answer,/tax-answers/1099-r-taxable-amount/,1099-r taxable amount,700,1,irs-forms,"1099-R Taxable Amount: How to Find Box 2a and What It Means",550,"/tax-answers/1099c-form/|/tax-answers/do-you-report-roth-ira-on-taxes/|/tax-answers/are-401k-contributions-tax-deductible/",3,build,KD 1. Retirement distributions. Box 2a = taxable amount.
P124,tax-answer,/tax-answers/can-i-claim-my-fiance-as-a-dependent/,can i claim my fiance as a dependent,700,3,child-family,"Can I Claim My Fiancé as a Dependent? (IRS Qualifying Relative Rules)",500,"/tax-answers/can-i-claim-my-boyfriend-as-a-dependent/|/tax-answers/can-my-boyfriend-claim-me-as-a-dependent/|/tax-answers/qualifying-widower/",3,build,Completes the unmarried partner dependent cluster.
P125,tax-answer,/tax-answers/inheritance-tax-in-california/,inheritance tax in california,700,1,state-tax,"Inheritance Tax in California: There Is None — What to Know Instead",400,"/tax-answers/inheritance-tax-california/|/tax-answers/california-inheritance-tax/|/tax-answers/prop-19-loopholes/",3,build,Third California inheritance page — different phrasing, short page, links to main two.
P126,tax-answer,/tax-answers/louisiana-sales-tax-rate/,louisiana sales tax rate,700,12,state-tax,"Louisiana Sales Tax Rate 2025: State + Parish Combined Rates",500,"/tax-answers/sales-tax-in-louisiana/|/tax-answers/tennessee-sales-tax/|/tax-answers/alabama-business-privilege-tax/",3,build,KD 12. Companion to P103.
P127,tax-answer,/tax-answers/am-i-subject-to-backup-withholding/,am i subject to backup withholding,700,5,income-concepts,"Am I Subject to Backup Withholding? How to Know and What to Do",500,"/tax-answers/backup-withholding/|/tax-answers/what-is-backup-withholding/|/tax-answers/backup-withholding-meaning/",3,build,KD 5. Intent: anxiety-driven. Closes the backup withholding cluster.
P128,tax-answer,/tax-answers/what-is-tax-exempt-interest/,what is tax exempt interest,600,0,income-concepts,"What Is Tax-Exempt Interest? (Municipal Bonds and Form 1040 Line 2a)",450,"/tax-answers/tax-exempt-interest-income/|/tax-answers/what-is-tax-exempt-interest-income/|/tax-answers/taxable-interest/",3,build,KD 0. Fourth variation — closes the interest income cluster completely.
P129,tax-answer,/tax-answers/what-is-a-blended-tax-rate/,what is a blended tax rate,600,0,income-concepts,"What Is a Blended Tax Rate? How It Works in the Year You Get Married",450,"/tax-answers/which-types-of-income-tax-do-people-pay/|/tax-answers/can-you-file-married-filing-separately/|/tax-answers/",3,build,KD 0. Blended rate = applies in year of marriage. Easy win.
P130,tax-answer,/tax-answers/are-tax-refunds-taxable/,are tax refunds taxable,600,1,irs-refunds,"Are Tax Refunds Taxable? (Federal Refunds vs. State Refunds)",450,"/tax-answers/why-is-receiving-large-tax-refund-bad/|/tax-answers/irs-treas-310-tax-ref/|/tax-answers/how-long-tax-refund-show-bank-account/",3,build,KD 1. Federal refunds: not taxable. State refunds: may be taxable (1099-G).
P131,tax-answer,/tax-answers/is-pell-grant-taxable/,is pell grant taxable,600,0,income-concepts,"Is a Pell Grant Taxable? (Only If Used for Non-Qualifying Expenses)",450,"/tax-answers/are-grants-taxable/|/tax-answers/are-scholarships-taxable-income/|/tax-answers/",3,build,KD 0. Common student question. Easy featured snippet.
P132,tax-answer,/tax-answers/is-paid-family-leave-taxable/,is paid family leave taxable,600,3,income-concepts,"Is Paid Family Leave Taxable? Federal, State, and CA PFL Rules",500,"/tax-answers/california-sdi-tax/|/tax-answers/what-is-ny-pfl/|/tax-answers/is-long-term-disability-taxable/",3,build,KD 3. PFL taxability varies. CA PFL = taxable federally not in CA. Good state-specific angle.
P133,tax-answer,/tax-answers/are-scholarships-taxable-income/,are scholarships taxable income,600,4,income-concepts,"Are Scholarships Taxable Income? (Tuition-Only vs. Living Expenses)",450,"/tax-answers/is-pell-grant-taxable/|/tax-answers/are-grants-taxable/|/tax-answers/is-private-school-tuition-tax-deductible/",3,build,KD 4. Tuition scholarships = not taxable. Room + board = taxable.
P134,tax-answer,/tax-answers/does-florida-have-an-inheritance-tax/,does florida have an inheritance tax,600,2,state-tax,"Does Florida Have an Inheritance Tax? (No — Here's What It Does Have)",400,"/tax-answers/inheritance-tax-florida/|/tax-answers/florida-estate-tax/|/tax-answers/capital-gains-tax-florida/",3,build,Companion to P104. Different phrasing. Short, links to main pages.
P135,tax-answer,/tax-answers/guaranteed-payments/,guaranteed payments,800,3,business-self-employed,"Guaranteed Payments to Partners: Tax Treatment and Schedule K-1",600,"/tax-answers/do-partnerships-get-1099/|/tax-answers/portfolio-income/|/tax-answers/business-activity-code-lookup/",3,build,KD 3. Partnership guaranteed payments. SE tax implications.
P136,tax-answer,/tax-answers/irc-368/,irc 368,1000,5,specialty-tax,"IRC Section 368: Tax-Free Corporate Reorganizations Explained",600,"/tax-answers/tax-compliance/|/tax-answers/irs-form-843/|/tax-answers/",3,build,KD 5 at 1000 vol. Corporate reorganization. Niche but no competition.
P137,tax-answer,/tax-answers/what-is-ny-pfl-tax/,nypfl w2,600,6,state-tax,"NYPFL on W-2: What Box It's In and Whether It's Deductible",450,"/tax-answers/what-is-ny-pfl/|/tax-answers/ny-pfl-taxes/|/tax-answers/sdi-tax/",3,build,W-2 box 14 NYPFL. Short page — links to main NY PFL pages.
P138,tax-answer,/tax-answers/penalty-for-underpayment-of-estimated-tax/,penalty for underpayment of estimated tax,700,9,tax-deadlines,"Penalty for Underpayment of Estimated Tax: How It's Calculated",550,"/tax-answers/important-tax-dates/|/tax-answers/tax-filing-deadline-2025/|/tax-answers/irs-form-843/",3,build,KD 9. Estimated tax deadlines + penalty calculation. Connects tax deadlines cluster.
P139,tax-answer,/tax-answers/safe-harbor-tax/,safe harbor tax,600,11,specialty-tax,"Safe Harbor Tax Rule: How to Avoid Estimated Tax Penalties",500,"/tax-answers/penalty-for-underpayment-of-estimated-tax/|/tax-answers/important-tax-dates/|/tax-answers/tax-filing-deadline-2025/",3,build,KD 11. Safe harbor = pay 100% of prior year tax. Very practical.
P140,tax-answer,/tax-answers/what-is-a-qdro/,what is a qdro,800,6,specialty-tax,"What Is a QDRO? Qualified Domestic Relations Orders and Taxes",600,"/tax-answers/are-401k-contributions-tax-deductible/|/tax-answers/do-you-report-roth-ira-on-taxes/|/tax-answers/qualifying-widower/",3,build,KD 6. QDRO = divorce retirement plan division. High practical value.
P141,tax-answer,/tax-answers/dependent-care-benefits-w2/,dependent care benefits w2,600,2,child-family,"Dependent Care Benefits on W-2: Box 10 and How It Affects Your Taxes",500,"/tax-answers/is-preschool-tax-deductible/|/tax-answers/if-i-pay-child-support-can-i-claim-my-child-on-taxes/|/tax-answers/",3,build,KD 2. W-2 Box 10 FSA benefits. Child care cluster extension.
